catalogue,source_file,ws,Technology,cat,par,unit,est,year,val,note,note_text,ref,ref_text
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,Generating capacity for one unit [MW_e],MW_e,ctrl,2015,500.0,,,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,Generating capacity for one unit [MW_e],MW_e,ctrl,2020,500.0,,,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,Generating capacity for one unit [MW_e],MW_e,ctrl,2030,500.0,,,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,Generating capacity for one unit [MW_e],MW_e,ctrl,2050,500.0,,,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,"Electrical efficiency (net, name plate) []",,ctrl,2015,0.46,C,Supercritical in 2010 and ultra-supercritical from 2020.,"[8, 7, 9, 11]","Danish Energy Agency, 2008. Measured data (1994-2006) from newest power plants in Denmark. || ""Energy technology perspectives 2008"", International Energy Agency, 2008. || Own estimate by Danish Energy Agency and Energinet.dk, 2011. || www.ad700.dk"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,"Electrical efficiency (net, name plate) []",,ctrl,2020,0.485,C,Supercritical in 2010 and ultra-supercritical from 2020.,"[8, 7, 9, 11]","Danish Energy Agency, 2008. Measured data (1994-2006) from newest power plants in Denmark. || ""Energy technology perspectives 2008"", International Energy Agency, 2008. || Own estimate by Danish Energy Agency and Energinet.dk, 2011. || www.ad700.dk"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,"Electrical efficiency (net, name plate) []",,ctrl,2030,0.52,C,Supercritical in 2010 and ultra-supercritical from 2020.,"[8, 7, 9, 11]","Danish Energy Agency, 2008. Measured data (1994-2006) from newest power plants in Denmark. || ""Energy technology perspectives 2008"", International Energy Agency, 2008. || Own estimate by Danish Energy Agency and Energinet.dk, 2011. || www.ad700.dk"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,"Electrical efficiency (net, name plate) []",,ctrl,2050,0.535,C,Supercritical in 2010 and ultra-supercritical from 2020.,"[8, 7, 9, 11]","Danish Energy Agency, 2008. Measured data (1994-2006) from newest power plants in Denmark. || ""Energy technology perspectives 2008"", International Energy Agency, 2008. || Own estimate by Danish Energy Agency and Energinet.dk, 2011. || www.ad700.dk"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,Cb coefficient (50°C/100°C),,ctrl,2015,0.75,A,"The Cb values have been calculated from the electricity efficiencies in condensation mode, the Cv values and a total efficiency (electricity plus heat) in full back-pressure mode of 90%. Cf. Annex 1.",,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,Cb coefficient (50°C/100°C),,ctrl,2020,0.84,A,"The Cb values have been calculated from the electricity efficiencies in condensation mode, the Cv values and a total efficiency (electricity plus heat) in full back-pressure mode of 90%. Cf. Annex 1.",,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,Cb coefficient (50°C/100°C),,ctrl,2030,1.01,A,"The Cb values have been calculated from the electricity efficiencies in condensation mode, the Cv values and a total efficiency (electricity plus heat) in full back-pressure mode of 90%. Cf. Annex 1.",,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,Cv coefficient (50°C/100°C),,ctrl,2015,0.15,,,1,"Elsam, November 2003"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,Cv coefficient (50°C/100°C),,ctrl,2020,0.15,,,1,"Elsam, November 2003"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,Cv coefficient (50°C/100°C),,ctrl,2030,0.15,,,1,"Elsam, November 2003"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,Technical lifetime [years],years,ctrl,2015,25.0,,,6,"""Projected costs of generating electricity"", International Energy Agency (IEA), 2005."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,Technical lifetime [years],years,ctrl,2020,25.0,,,6,"""Projected costs of generating electricity"", International Energy Agency (IEA), 2005."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,Technical lifetime [years],years,ctrl,2030,25.0,,,6,"""Projected costs of generating electricity"", International Energy Agency (IEA), 2005."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,Technical lifetime [years],years,ctrl,2050,25.0,,,6,"""Projected costs of generating electricity"", International Energy Agency (IEA), 2005."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,Construction time [years],years,ctrl,2015,4.5,,,"[2, 3, 3]","Elsam's and Elkraft's update of the Danish Energy Agency's 'Teknologidata for el- og varmeproduktionsanlæg', December 1997 || Eltra, September 2003 || Eltra, September 2003"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,Construction time [years],years,ctrl,2020,4.5,,,"[2, 3, 3]","Elsam's and Elkraft's update of the Danish Energy Agency's 'Teknologidata for el- og varmeproduktionsanlæg', December 1997 || Eltra, September 2003 || Eltra, September 2003"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Energy/technical data,Construction time [years],years,ctrl,2030,4.5,,,"[2, 3, 3]","Elsam's and Elkraft's update of the Danish Energy Agency's 'Teknologidata for el- og varmeproduktionsanlæg', December 1997 || Eltra, September 2003 || Eltra, September 2003"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Regulation ability,"Primary regulation (of full load, per 30 seconds) []",,ctrl,2015,0.05,D,Please refer to section 'Regulation ability' in the above qualitative description.,14,"DONG Energy, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Regulation ability,"Primary regulation (of full load, per 30 seconds) []",,ctrl,2020,0.05,D,Please refer to section 'Regulation ability' in the above qualitative description.,14,"DONG Energy, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Regulation ability,"Primary regulation (of full load, per 30 seconds) []",,ctrl,2030,0.05,D,Please refer to section 'Regulation ability' in the above qualitative description.,14,"DONG Energy, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Regulation ability,"Primary regulation (of full load, per 30 seconds) []",,ctrl,2050,0.05,D,Please refer to section 'Regulation ability' in the above qualitative description.,14,"DONG Energy, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Regulation ability,"Secondary regulation (of full load, per minute) []",,ctrl,2015,0.04,D,Please refer to section 'Regulation ability' in the above qualitative description.,14,"DONG Energy, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Regulation ability,"Secondary regulation (of full load, per minute) []",,ctrl,2020,0.04,D,Please refer to section 'Regulation ability' in the above qualitative description.,14,"DONG Energy, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Regulation ability,"Secondary regulation (of full load, per minute) []",,ctrl,2030,0.04,D,Please refer to section 'Regulation ability' in the above qualitative description.,14,"DONG Energy, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Regulation ability,"Secondary regulation (of full load, per minute) []",,ctrl,2050,0.04,D,Please refer to section 'Regulation ability' in the above qualitative description.,14,"DONG Energy, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Regulation ability,Minimum load (of full load) [],,ctrl,2015,0.18,,,"[10, 14]","Energinet.dk, 2009 || DONG Energy, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Regulation ability,Minimum load (of full load) [],,ctrl,2020,0.15,,,"[10, 14]","Energinet.dk, 2009 || DONG Energy, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Regulation ability,Minimum load (of full load) [],,ctrl,2030,0.15,,,"[10, 14]","Energinet.dk, 2009 || DONG Energy, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Regulation ability,Minimum load (of full load) [],,ctrl,2050,0.1,,,"[10, 14]","Energinet.dk, 2009 || DONG Energy, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Environment,SO2 (degree of desulphuring) [],,ctrl,2015,0.97,B,"The data for SO2 and NOx emissions assume flue gas desulphurisation (wet gypsum) and DeNOx equipment of the ""high dust"" SCR type.",5,"Danish Energy Agency, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Environment,SO2 (degree of desulphuring) [],,ctrl,2020,0.97,B,"The data for SO2 and NOx emissions assume flue gas desulphurisation (wet gypsum) and DeNOx equipment of the ""high dust"" SCR type.",5,"Danish Energy Agency, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Environment,SO2 (degree of desulphuring) [],,ctrl,2030,0.97,B,"The data for SO2 and NOx emissions assume flue gas desulphurisation (wet gypsum) and DeNOx equipment of the ""high dust"" SCR type.",5,"Danish Energy Agency, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Environment,SO2 (degree of desulphuring) [],,ctrl,2050,0.97,B,"The data for SO2 and NOx emissions assume flue gas desulphurisation (wet gypsum) and DeNOx equipment of the ""high dust"" SCR type.",5,"Danish Energy Agency, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Environment,NOX [g/GJ_i],g/GJ_i,ctrl,2015,38.0,B,"The data for SO2 and NOx emissions assume flue gas desulphurisation (wet gypsum) and DeNOx equipment of the ""high dust"" SCR type.","[12, 5, 5, 5]","""En opdateret analyse af Danmarks muligheder for at reducere emissionerne af NOx"" (Updated analysis of Denmark's options to reduce NOx emissions; in Danish), Danish Environmental Protection Agency, 2009. || Danish Energy Agency, 2009. || Danish Energy Agency, 2009. || Danish Energy Agency, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Environment,NOX [g/GJ_i],g/GJ_i,ctrl,2020,35.0,B,"The data for SO2 and NOx emissions assume flue gas desulphurisation (wet gypsum) and DeNOx equipment of the ""high dust"" SCR type.","[12, 5, 5, 5]","""En opdateret analyse af Danmarks muligheder for at reducere emissionerne af NOx"" (Updated analysis of Denmark's options to reduce NOx emissions; in Danish), Danish Environmental Protection Agency, 2009. || Danish Energy Agency, 2009. || Danish Energy Agency, 2009. || Danish Energy Agency, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Environment,NOX [g/GJ_i],g/GJ_i,ctrl,2030,35.0,B,"The data for SO2 and NOx emissions assume flue gas desulphurisation (wet gypsum) and DeNOx equipment of the ""high dust"" SCR type.","[12, 5, 5, 5]","""En opdateret analyse af Danmarks muligheder for at reducere emissionerne af NOx"" (Updated analysis of Denmark's options to reduce NOx emissions; in Danish), Danish Environmental Protection Agency, 2009. || Danish Energy Agency, 2009. || Danish Energy Agency, 2009. || Danish Energy Agency, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Environment,NOX [g/GJ_i],g/GJ_i,ctrl,2050,35.0,B,"The data for SO2 and NOx emissions assume flue gas desulphurisation (wet gypsum) and DeNOx equipment of the ""high dust"" SCR type.","[12, 5, 5, 5]","""En opdateret analyse af Danmarks muligheder for at reducere emissionerne af NOx"" (Updated analysis of Denmark's options to reduce NOx emissions; in Danish), Danish Environmental Protection Agency, 2009. || Danish Energy Agency, 2009. || Danish Energy Agency, 2009. || Danish Energy Agency, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Environment,CH4 [g/GJ_i],g/GJ_i,ctrl,2015,1.5,,,"[13, 5, 5, 5]","National Environmental Research Institute, Denmark, 2009 (data from 2007). || Danish Energy Agency, 2009. || Danish Energy Agency, 2009. || Danish Energy Agency, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Environment,CH4 [g/GJ_i],g/GJ_i,ctrl,2020,1.5,,,"[13, 5, 5, 5]","National Environmental Research Institute, Denmark, 2009 (data from 2007). || Danish Energy Agency, 2009. || Danish Energy Agency, 2009. || Danish Energy Agency, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Environment,CH4 [g/GJ_i],g/GJ_i,ctrl,2030,1.5,,,"[13, 5, 5, 5]","National Environmental Research Institute, Denmark, 2009 (data from 2007). || Danish Energy Agency, 2009. || Danish Energy Agency, 2009. || Danish Energy Agency, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Environment,CH4 [g/GJ_i],g/GJ_i,ctrl,2050,1.5,,,"[13, 5, 5, 5]","National Environmental Research Institute, Denmark, 2009 (data from 2007). || Danish Energy Agency, 2009. || Danish Energy Agency, 2009. || Danish Energy Agency, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Environment,N2O [g/GJ_i],g/GJ_i,ctrl,2015,0.8,,,"[13, 5, 5, 5]","National Environmental Research Institute, Denmark, 2009 (data from 2007). || Danish Energy Agency, 2009. || Danish Energy Agency, 2009. || Danish Energy Agency, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Environment,N2O [g/GJ_i],g/GJ_i,ctrl,2020,0.8,,,"[13, 5, 5, 5]","National Environmental Research Institute, Denmark, 2009 (data from 2007). || Danish Energy Agency, 2009. || Danish Energy Agency, 2009. || Danish Energy Agency, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Environment,N2O [g/GJ_i],g/GJ_i,ctrl,2030,0.8,,,"[13, 5, 5, 5]","National Environmental Research Institute, Denmark, 2009 (data from 2007). || Danish Energy Agency, 2009. || Danish Energy Agency, 2009. || Danish Energy Agency, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Environment,N2O [g/GJ_i],g/GJ_i,ctrl,2050,0.8,,,"[13, 5, 5, 5]","National Environmental Research Institute, Denmark, 2009 (data from 2007). || Danish Energy Agency, 2009. || Danish Energy Agency, 2009. || Danish Energy Agency, 2009."
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,ctrl,2015,2.182369767156346,J,,"[17, 18, 19, 20, 21, 22]","The IEA World Energy Outlook 2014 coal fired Ultra-supercritical power plants in Europe. Values used are the projection for 2020. || The IEA Projected Cost of Generating Electricity 2015 for coal fired power plants. Here both the 'world median' is used, and data from recently commissioned plants in the Netherlands. The three units in the Netherlands are chosen because of the proximity to Denmark, because the socio-economic parameters (labour cost etc) are assumed to be similar and because the units are new (all from 2015). || EIA Updated Capital Cost Estimates for Utility Scale Electricity Generating Plants 2013 for pulverizes coal fired advanced single units.[1] || Aggregated data from different projects on existing units that Ea Energy Analyses have been working on since 2010. Data is used for estimating O&M costs. || IEA( 2016),Energy Technology Perspectives || E.S. Rubin et al. / Energy Policy 86 (2015) page 198-218, A review of learning rates for electricity supply technologies"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,ctrl,2020,2.1484469210347443,J,,"[17, 18, 19, 20, 21, 22]","The IEA World Energy Outlook 2014 coal fired Ultra-supercritical power plants in Europe. Values used are the projection for 2020. || The IEA Projected Cost of Generating Electricity 2015 for coal fired power plants. Here both the 'world median' is used, and data from recently commissioned plants in the Netherlands. The three units in the Netherlands are chosen because of the proximity to Denmark, because the socio-economic parameters (labour cost etc) are assumed to be similar and because the units are new (all from 2015). || EIA Updated Capital Cost Estimates for Utility Scale Electricity Generating Plants 2013 for pulverizes coal fired advanced single units.[1] || Aggregated data from different projects on existing units that Ea Energy Analyses have been working on since 2010. Data is used for estimating O&M costs. || IEA( 2016),Energy Technology Perspectives || E.S. Rubin et al. / Energy Policy 86 (2015) page 198-218, A review of learning rates for electricity supply technologies"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,ctrl,2030,2.1032164595392766,J,,"[17, 18, 19, 20, 21, 22]","The IEA World Energy Outlook 2014 coal fired Ultra-supercritical power plants in Europe. Values used are the projection for 2020. || The IEA Projected Cost of Generating Electricity 2015 for coal fired power plants. Here both the 'world median' is used, and data from recently commissioned plants in the Netherlands. The three units in the Netherlands are chosen because of the proximity to Denmark, because the socio-economic parameters (labour cost etc) are assumed to be similar and because the units are new (all from 2015). || EIA Updated Capital Cost Estimates for Utility Scale Electricity Generating Plants 2013 for pulverizes coal fired advanced single units.[1] || Aggregated data from different projects on existing units that Ea Energy Analyses have been working on since 2010. Data is used for estimating O&M costs. || IEA( 2016),Energy Technology Perspectives || E.S. Rubin et al. / Energy Policy 86 (2015) page 198-218, A review of learning rates for electricity supply technologies"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,ctrl,2050,2.01275553654834,J,,"[17, 18, 19, 20, 21, 22]","The IEA World Energy Outlook 2014 coal fired Ultra-supercritical power plants in Europe. Values used are the projection for 2020. || The IEA Projected Cost of Generating Electricity 2015 for coal fired power plants. Here both the 'world median' is used, and data from recently commissioned plants in the Netherlands. The three units in the Netherlands are chosen because of the proximity to Denmark, because the socio-economic parameters (labour cost etc) are assumed to be similar and because the units are new (all from 2015). || EIA Updated Capital Cost Estimates for Utility Scale Electricity Generating Plants 2013 for pulverizes coal fired advanced single units.[1] || Aggregated data from different projects on existing units that Ea Energy Analyses have been working on since 2010. Data is used for estimating O&M costs. || IEA( 2016),Energy Technology Perspectives || E.S. Rubin et al. / Energy Policy 86 (2015) page 198-218, A review of learning rates for electricity supply technologies"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Financial data,Variable O&M (*total) [EUR/MWh_e],EUR/MWh_e,ctrl,2015,3.335746535290788,J,,"[17, 18, 19, 20, 21, 22]","The IEA World Energy Outlook 2014 coal fired Ultra-supercritical power plants in Europe. Values used are the projection for 2020. || The IEA Projected Cost of Generating Electricity 2015 for coal fired power plants. Here both the 'world median' is used, and data from recently commissioned plants in the Netherlands. The three units in the Netherlands are chosen because of the proximity to Denmark, because the socio-economic parameters (labour cost etc) are assumed to be similar and because the units are new (all from 2015). || EIA Updated Capital Cost Estimates for Utility Scale Electricity Generating Plants 2013 for pulverizes coal fired advanced single units.[1] || Aggregated data from different projects on existing units that Ea Energy Analyses have been working on since 2010. Data is used for estimating O&M costs. || IEA( 2016),Energy Technology Perspectives || E.S. Rubin et al. / Energy Policy 86 (2015) page 198-218, A review of learning rates for electricity supply technologies"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Financial data,Variable O&M (*total) [EUR/MWh_e],EUR/MWh_e,ctrl,2020,3.2792084584214525,J,,"[17, 18, 19, 20, 21, 22]","The IEA World Energy Outlook 2014 coal fired Ultra-supercritical power plants in Europe. Values used are the projection for 2020. || The IEA Projected Cost of Generating Electricity 2015 for coal fired power plants. Here both the 'world median' is used, and data from recently commissioned plants in the Netherlands. The three units in the Netherlands are chosen because of the proximity to Denmark, because the socio-economic parameters (labour cost etc) are assumed to be similar and because the units are new (all from 2015). || EIA Updated Capital Cost Estimates for Utility Scale Electricity Generating Plants 2013 for pulverizes coal fired advanced single units.[1] || Aggregated data from different projects on existing units that Ea Energy Analyses have been working on since 2010. Data is used for estimating O&M costs. || IEA( 2016),Energy Technology Perspectives || E.S. Rubin et al. / Energy Policy 86 (2015) page 198-218, A review of learning rates for electricity supply technologies"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Financial data,Variable O&M (*total) [EUR/MWh_e],EUR/MWh_e,ctrl,2030,3.2113627661782496,J,,"[17, 18, 19, 20, 21, 22]","The IEA World Energy Outlook 2014 coal fired Ultra-supercritical power plants in Europe. Values used are the projection for 2020. || The IEA Projected Cost of Generating Electricity 2015 for coal fired power plants. Here both the 'world median' is used, and data from recently commissioned plants in the Netherlands. The three units in the Netherlands are chosen because of the proximity to Denmark, because the socio-economic parameters (labour cost etc) are assumed to be similar and because the units are new (all from 2015). || EIA Updated Capital Cost Estimates for Utility Scale Electricity Generating Plants 2013 for pulverizes coal fired advanced single units.[1] || Aggregated data from different projects on existing units that Ea Energy Analyses have been working on since 2010. Data is used for estimating O&M costs. || IEA( 2016),Energy Technology Perspectives || E.S. Rubin et al. / Energy Policy 86 (2015) page 198-218, A review of learning rates for electricity supply technologies"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Financial data,Variable O&M (*total) [EUR/MWh_e],EUR/MWh_e,ctrl,2050,3.075671381691845,J,,"[17, 18, 19, 20, 21, 22]","The IEA World Energy Outlook 2014 coal fired Ultra-supercritical power plants in Europe. Values used are the projection for 2020. || The IEA Projected Cost of Generating Electricity 2015 for coal fired power plants. Here both the 'world median' is used, and data from recently commissioned plants in the Netherlands. The three units in the Netherlands are chosen because of the proximity to Denmark, because the socio-economic parameters (labour cost etc) are assumed to be similar and because the units are new (all from 2015). || EIA Updated Capital Cost Estimates for Utility Scale Electricity Generating Plants 2013 for pulverizes coal fired advanced single units.[1] || Aggregated data from different projects on existing units that Ea Energy Analyses have been working on since 2010. Data is used for estimating O&M costs. || IEA( 2016),Energy Technology Perspectives || E.S. Rubin et al. / Energy Policy 86 (2015) page 198-218, A review of learning rates for electricity supply technologies"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,01 Coal CHP,"Coal power plant, supercritical - extraction - coal - medium",Financial data,Fixed O&M (*total) [EUR/MW_e/y],EUR/MW_e/y,ctrl,2015,35618.988427681295,J,,"[17, 18, 19, 20, 21, 22]","The IEA World Energy Outlook 2014 coal fired Ultra-supercritical power plants in Europe. Values used are the projection for 2020. || The IEA Projected Cost of Generating Electricity 2015 for coal fired power plants. Here both the 'world median' is used, and data from recently commissioned plants in the Netherlands. The three units in the Netherlands are chosen because of the proximity to Denmark, because the socio-economic parameters (labour cost etc) are assumed to be similar and because the units are new (all from 2015). || EIA Updated Capital Cost Estimates for Utility Scale Electricity Generating Plants 2013 for pulverizes coal fired advanced single units.[1] || Aggregated data from different projects on existing units that Ea Energy Analyses have been working on since 2010. Data is used for estimating O&M costs. || IEA( 2016),Energy Technology Perspectives || E.S. Rubin et al. / Energy Policy 86 (2015) page 198-218, A review of learning rates for electricity supply technologies"
