catalogue,source_file,ws,Technology,cat,par,unit,est,year,val,note,note_text,ref,ref_text
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (heat pump) [MEUR/MW_h],MEUR/MW_h,upper,2050,0.64,A,Actual development within COP optimization and reduced investment cost depends on the development in fuel and electricity prices.,"[1, 14, 15, 19]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants || Ramboll, 2025,  practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (building) [MEUR/MW_h],MEUR/MW_h,ctrl,2025,0.14,J,It is assumed that heat pumps is connected to existing power stations,"[1, 14, 15, 19]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants || Ramboll, 2025,  practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (building) [MEUR/MW_h],MEUR/MW_h,ctrl,2030,0.133,J,It is assumed that heat pumps is connected to existing power stations,"[1, 14, 15, 19]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants || Ramboll, 2025,  practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (building) [MEUR/MW_h],MEUR/MW_h,ctrl,2035,0.12600000000000003,J,It is assumed that heat pumps is connected to existing power stations,"[1, 14, 15, 19]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants || Ramboll, 2025,  practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (building) [MEUR/MW_h],MEUR/MW_h,ctrl,2040,0.11970000000000001,J,It is assumed that heat pumps is connected to existing power stations,"[1, 14, 15, 19]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants || Ramboll, 2025,  practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (building) [MEUR/MW_h],MEUR/MW_h,ctrl,2050,0.11340000000000003,J,It is assumed that heat pumps is connected to existing power stations,"[1, 14, 15, 19]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants || Ramboll, 2025,  practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (building) [MEUR/MW_h],MEUR/MW_h,lower,2030,0.129675,J,It is assumed that heat pumps is connected to existing power stations,"[1, 14, 15, 19]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants || Ramboll, 2025,  practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (building) [MEUR/MW_h],MEUR/MW_h,upper,2030,0.14,J,It is assumed that heat pumps is connected to existing power stations,"[1, 14, 15, 19]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants || Ramboll, 2025,  practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (building) [MEUR/MW_h],MEUR/MW_h,lower,2050,0.10710000000000001,J,It is assumed that heat pumps is connected to existing power stations,"[1, 14, 15, 19]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants || Ramboll, 2025,  practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (building) [MEUR/MW_h],MEUR/MW_h,upper,2050,0.14,J,It is assumed that heat pumps is connected to existing power stations,"[1, 14, 15, 19]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants || Ramboll, 2025,  practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (other costs) [MEUR/MW_h],MEUR/MW_h,ctrl,2025,0.4099999999999999,"[A,R,S]",,"[1, 14, 15, 20, 21]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (other costs) [MEUR/MW_h],MEUR/MW_h,ctrl,2030,0.38949999999999985,"[A,R,S]",,"[1, 14, 15, 20, 21]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (other costs) [MEUR/MW_h],MEUR/MW_h,ctrl,2035,0.3689999999999999,"[A,R,S]",,"[1, 14, 15, 20, 21]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (other costs) [MEUR/MW_h],MEUR/MW_h,ctrl,2040,0.3505499999999999,"[A,R,S]",,"[1, 14, 15, 20, 21]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (other costs) [MEUR/MW_h],MEUR/MW_h,ctrl,2050,0.33209999999999984,"[A,R,S]",,"[1, 14, 15, 20, 21]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (other costs) [MEUR/MW_h],MEUR/MW_h,lower,2030,0.3797624999999998,"[A,R,S]",,"[1, 14, 15, 20, 21]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (other costs) [MEUR/MW_h],MEUR/MW_h,upper,2030,0.4099999999999999,"[A,R,S]",,"[1, 14, 15, 20, 21]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (other costs) [MEUR/MW_h],MEUR/MW_h,lower,2050,0.3136499999999998,"[A,R,S]",,"[1, 14, 15, 20, 21]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Nominal investment (other costs) [MEUR/MW_h],MEUR/MW_h,upper,2050,0.4099999999999999,"[A,R,S]",,"[1, 14, 15, 20, 21]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (*total) [EUR/MWh_h],EUR/MWh_h,ctrl,2025,1.2654135344200002,,,"[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (*total) [EUR/MWh_h],EUR/MWh_h,ctrl,2030,1.202142857699,,,"[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (*total) [EUR/MWh_h],EUR/MWh_h,ctrl,2035,1.1388721809780002,,,"[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (*total) [EUR/MWh_h],EUR/MWh_h,ctrl,2040,1.0819285719291,,,"[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (*total) [EUR/MWh_h],EUR/MWh_h,ctrl,2050,1.0249849628802004,,,"[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (*total) [EUR/MWh_h],EUR/MWh_h,lower,2030,1.172089286256525,,,"[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (*total) [EUR/MWh_h],EUR/MWh_h,upper,2030,1.2654135344200002,,,"[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (*total) [EUR/MWh_h],EUR/MWh_h,lower,2050,0.9680413538313002,,,"[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (*total) [EUR/MWh_h],EUR/MWh_h,upper,2050,1.2654135344200002,,,"[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (electricity cost) [EUR/MWh_h],EUR/MWh_h,ctrl,2025,0.0,M,"All consumption of electricity is included in the Total eff., also auxiliary electricity  consumption. Cost for electricity is therefore not accounted for in variable O&M","[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (electricity cost) [EUR/MWh_h],EUR/MWh_h,ctrl,2030,0.0,M,"All consumption of electricity is included in the Total eff., also auxiliary electricity  consumption. Cost for electricity is therefore not accounted for in variable O&M","[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (electricity cost) [EUR/MWh_h],EUR/MWh_h,ctrl,2035,0.0,M,"All consumption of electricity is included in the Total eff., also auxiliary electricity  consumption. Cost for electricity is therefore not accounted for in variable O&M","[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (electricity cost) [EUR/MWh_h],EUR/MWh_h,ctrl,2040,0.0,M,"All consumption of electricity is included in the Total eff., also auxiliary electricity  consumption. Cost for electricity is therefore not accounted for in variable O&M","[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (electricity cost) [EUR/MWh_h],EUR/MWh_h,ctrl,2050,0.0,M,"All consumption of electricity is included in the Total eff., also auxiliary electricity  consumption. Cost for electricity is therefore not accounted for in variable O&M","[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (electricity cost) [EUR/MWh_h],EUR/MWh_h,lower,2030,0.0,M,"All consumption of electricity is included in the Total eff., also auxiliary electricity  consumption. Cost for electricity is therefore not accounted for in variable O&M","[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (electricity cost) [EUR/MWh_h],EUR/MWh_h,upper,2030,0.0,M,"All consumption of electricity is included in the Total eff., also auxiliary electricity  consumption. Cost for electricity is therefore not accounted for in variable O&M","[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (electricity cost) [EUR/MWh_h],EUR/MWh_h,lower,2050,0.0,M,"All consumption of electricity is included in the Total eff., also auxiliary electricity  consumption. Cost for electricity is therefore not accounted for in variable O&M","[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (electricity cost) [EUR/MWh_h],EUR/MWh_h,upper,2050,0.0,M,"All consumption of electricity is included in the Total eff., also auxiliary electricity  consumption. Cost for electricity is therefore not accounted for in variable O&M","[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (other O&M) [EUR/MWh_h],EUR/MWh_h,ctrl,2025,1.2654135344200002,L,"O&M regard the heat pump it self including auxiliary equipment, building etc. for the heat pump. The costs does not include O&M for the entire district heating network, peak load or back up units, administration regarding end users etc.","[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (other O&M) [EUR/MWh_h],EUR/MWh_h,ctrl,2030,1.202142857699,L,"O&M regard the heat pump it self including auxiliary equipment, building etc. for the heat pump. The costs does not include O&M for the entire district heating network, peak load or back up units, administration regarding end users etc.","[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (other O&M) [EUR/MWh_h],EUR/MWh_h,ctrl,2035,1.1388721809780002,L,"O&M regard the heat pump it self including auxiliary equipment, building etc. for the heat pump. The costs does not include O&M for the entire district heating network, peak load or back up units, administration regarding end users etc.","[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"40 Comp. hp, seawater 20 MW","Heat pump, sea water - heat pump - electricity - medium - dh temp 80/40 degrees",Financial data,Variable O&M (other O&M) [EUR/MWh_h],EUR/MWh_h,ctrl,2040,1.0819285719291,L,"O&M regard the heat pump it self including auxiliary equipment, building etc. for the heat pump. The costs does not include O&M for the entire district heating network, peak load or back up units, administration regarding end users etc.","[1, 14, 15]","Drejebog til store varmepumpeprojekter i fjernvarmesystemet, Støchkel, Paaske, Clausen, 2017, see https://ens.dk/sites/ens.dk/files/Varme/drejebog_for_store_varmepumper.pdf || IES/Victor DST, 2019, Conversation || PlanEnergi, 2019, practical experience from installed plants"
