catalogue,source_file,ws,Technology,cat,par,unit,est,year,val,note,note_text,ref,ref_text
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof connection costs [%],%,Upper,2050,17,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof civil works [%],%,ctrl,2025,8,,,[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof civil works [%],%,ctrl,2030,8,,,[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof civil works [%],%,ctrl,2035,8,,,[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof civil works [%],%,ctrl,2040,8,,,[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof civil works [%],%,ctrl,2050,8,,,[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof civil works [%],%,Lower,2025,8,,,[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof civil works [%],%,Upper,2025,8,,,[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof civil works [%],%,Lower,2050,8,,,[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof civil works [%],%,Upper,2050,8,,,[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof consultancy [%],%,ctrl,2025,2,,,[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof consultancy [%],%,ctrl,2030,2,,,[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof consultancy [%],%,ctrl,2035,2,,,[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof consultancy [%],%,ctrl,2040,2,,,[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof consultancy [%],%,ctrl,2050,2,,,[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof consultancy [%],%,Lower,2025,2,,,[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof consultancy [%],%,Upper,2025,2,,,[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof consultancy [%],%,Lower,2050,2,,,[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,- hereof consultancy [%],%,Upper,2050,2,,,[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,Fixed O&M [€/MWh Capacity/year],€/MWh Capacity/year,ctrl,2025,1.6319444444444444,I,"The Fixed O&M is set according to capacity of the Energy Storage specified in the top of the table. Corresponding to approx. 4,700 EUR/tank/year. Accounts for one inspection of the roof cladding (joints and valves) per year, one inspection of the tank bottom edge every five years and one internal inspection every 10 years using a diver. The upper estimate includes potential corrective maintenance and the replacement of  some equipement.",[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,Fixed O&M [€/MWh Capacity/year],€/MWh Capacity/year,ctrl,2030,1.6319444444444444,I,"The Fixed O&M is set according to capacity of the Energy Storage specified in the top of the table. Corresponding to approx. 4,700 EUR/tank/year. Accounts for one inspection of the roof cladding (joints and valves) per year, one inspection of the tank bottom edge every five years and one internal inspection every 10 years using a diver. The upper estimate includes potential corrective maintenance and the replacement of  some equipement.",[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,Fixed O&M [€/MWh Capacity/year],€/MWh Capacity/year,ctrl,2035,1.6319444444444444,I,"The Fixed O&M is set according to capacity of the Energy Storage specified in the top of the table. Corresponding to approx. 4,700 EUR/tank/year. Accounts for one inspection of the roof cladding (joints and valves) per year, one inspection of the tank bottom edge every five years and one internal inspection every 10 years using a diver. The upper estimate includes potential corrective maintenance and the replacement of  some equipement.",[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,Fixed O&M [€/MWh Capacity/year],€/MWh Capacity/year,ctrl,2040,1.6319444444444444,I,"The Fixed O&M is set according to capacity of the Energy Storage specified in the top of the table. Corresponding to approx. 4,700 EUR/tank/year. Accounts for one inspection of the roof cladding (joints and valves) per year, one inspection of the tank bottom edge every five years and one internal inspection every 10 years using a diver. The upper estimate includes potential corrective maintenance and the replacement of  some equipement.",[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,Fixed O&M [€/MWh Capacity/year],€/MWh Capacity/year,ctrl,2050,1.6319444444444444,I,"The Fixed O&M is set according to capacity of the Energy Storage specified in the top of the table. Corresponding to approx. 4,700 EUR/tank/year. Accounts for one inspection of the roof cladding (joints and valves) per year, one inspection of the tank bottom edge every five years and one internal inspection every 10 years using a diver. The upper estimate includes potential corrective maintenance and the replacement of  some equipement.",[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,Fixed O&M [€/MWh Capacity/year],€/MWh Capacity/year,Lower,2025,1.178343949044586,I,"The Fixed O&M is set according to capacity of the Energy Storage specified in the top of the table. Corresponding to approx. 4,700 EUR/tank/year. Accounts for one inspection of the roof cladding (joints and valves) per year, one inspection of the tank bottom edge every five years and one internal inspection every 10 years using a diver. The upper estimate includes potential corrective maintenance and the replacement of  some equipement.",[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,Fixed O&M [€/MWh Capacity/year],€/MWh Capacity/year,Upper,2025,4.152744630071599,I,"The Fixed O&M is set according to capacity of the Energy Storage specified in the top of the table. Corresponding to approx. 4,700 EUR/tank/year. Accounts for one inspection of the roof cladding (joints and valves) per year, one inspection of the tank bottom edge every five years and one internal inspection every 10 years using a diver. The upper estimate includes potential corrective maintenance and the replacement of  some equipement.",[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,Fixed O&M [€/MWh Capacity/year],€/MWh Capacity/year,Lower,2050,1.088235294117647,I,"The Fixed O&M is set according to capacity of the Energy Storage specified in the top of the table. Corresponding to approx. 4,700 EUR/tank/year. Accounts for one inspection of the roof cladding (joints and valves) per year, one inspection of the tank bottom edge every five years and one internal inspection every 10 years using a diver. The upper estimate includes potential corrective maintenance and the replacement of  some equipement.",[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,Fixed O&M [€/MWh Capacity/year],€/MWh Capacity/year,Upper,2050,4.152744630071599,I,"The Fixed O&M is set according to capacity of the Energy Storage specified in the top of the table. Corresponding to approx. 4,700 EUR/tank/year. Accounts for one inspection of the roof cladding (joints and valves) per year, one inspection of the tank bottom edge every five years and one internal inspection every 10 years using a diver. The upper estimate includes potential corrective maintenance and the replacement of  some equipement.",[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,Variable O&M [€/MWh output],€/MWh output,ctrl,2025,0.6203198668762133,J,"Variable O&M only accounts here for the electricity consumption of the pumps used to charge and discharge the tank; the electricity consumption associated with N₂ production is considered negligible.
The variable OPEX was estimated assuming electrical pump capacities of 26, 312, and 1,320 kWₑₗ, corresponding to thermal power outputs of 5, 288, and 1,000 MWₜₕ, respectively.
Electricity prices of 82 EUR/MWh for 2025, 79 EUR/MWh for 2030 and  60 EUR/MWh for 2035 and beyond were assumed. These values represent an average of spot price projections for DK1 and DK2 and exclude any tax or tariffs.",[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,Variable O&M [€/MWh output],€/MWh output,ctrl,2030,0.5964222982342609,J,"Variable O&M only accounts here for the electricity consumption of the pumps used to charge and discharge the tank; the electricity consumption associated with N₂ production is considered negligible.
The variable OPEX was estimated assuming electrical pump capacities of 26, 312, and 1,320 kWₑₗ, corresponding to thermal power outputs of 5, 288, and 1,000 MWₜₕ, respectively.
Electricity prices of 82 EUR/MWh for 2025, 79 EUR/MWh for 2030 and  60 EUR/MWh for 2035 and beyond were assumed. These values represent an average of spot price projections for DK1 and DK2 and exclude any tax or tariffs.",[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,Variable O&M [€/MWh output],€/MWh output,ctrl,2035,0.4576130165480263,J,"Variable O&M only accounts here for the electricity consumption of the pumps used to charge and discharge the tank; the electricity consumption associated with N₂ production is considered negligible.
The variable OPEX was estimated assuming electrical pump capacities of 26, 312, and 1,320 kWₑₗ, corresponding to thermal power outputs of 5, 288, and 1,000 MWₜₕ, respectively.
Electricity prices of 82 EUR/MWh for 2025, 79 EUR/MWh for 2030 and  60 EUR/MWh for 2035 and beyond were assumed. These values represent an average of spot price projections for DK1 and DK2 and exclude any tax or tariffs.",[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,Variable O&M [€/MWh output],€/MWh output,ctrl,2040,0.4576130165480263,J,"Variable O&M only accounts here for the electricity consumption of the pumps used to charge and discharge the tank; the electricity consumption associated with N₂ production is considered negligible.
The variable OPEX was estimated assuming electrical pump capacities of 26, 312, and 1,320 kWₑₗ, corresponding to thermal power outputs of 5, 288, and 1,000 MWₜₕ, respectively.
Electricity prices of 82 EUR/MWh for 2025, 79 EUR/MWh for 2030 and  60 EUR/MWh for 2035 and beyond were assumed. These values represent an average of spot price projections for DK1 and DK2 and exclude any tax or tariffs.",[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,Variable O&M [€/MWh output],€/MWh output,ctrl,2050,0.4576130165480263,J,"Variable O&M only accounts here for the electricity consumption of the pumps used to charge and discharge the tank; the electricity consumption associated with N₂ production is considered negligible.
The variable OPEX was estimated assuming electrical pump capacities of 26, 312, and 1,320 kWₑₗ, corresponding to thermal power outputs of 5, 288, and 1,000 MWₜₕ, respectively.
Electricity prices of 82 EUR/MWh for 2025, 79 EUR/MWh for 2030 and  60 EUR/MWh for 2035 and beyond were assumed. These values represent an average of spot price projections for DK1 and DK2 and exclude any tax or tariffs.",[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,Variable O&M [€/MWh output],€/MWh output,Lower,2025,2.3985701519213585,J,"Variable O&M only accounts here for the electricity consumption of the pumps used to charge and discharge the tank; the electricity consumption associated with N₂ production is considered negligible.
The variable OPEX was estimated assuming electrical pump capacities of 26, 312, and 1,320 kWₑₗ, corresponding to thermal power outputs of 5, 288, and 1,000 MWₜₕ, respectively.
Electricity prices of 82 EUR/MWh for 2025, 79 EUR/MWh for 2030 and  60 EUR/MWh for 2035 and beyond were assumed. These values represent an average of spot price projections for DK1 and DK2 and exclude any tax or tariffs.",[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,Variable O&M [€/MWh output],€/MWh output,Upper,2025,0.549490616621984,J,"Variable O&M only accounts here for the electricity consumption of the pumps used to charge and discharge the tank; the electricity consumption associated with N₂ production is considered negligible.
The variable OPEX was estimated assuming electrical pump capacities of 26, 312, and 1,320 kWₑₗ, corresponding to thermal power outputs of 5, 288, and 1,000 MWₜₕ, respectively.
Electricity prices of 82 EUR/MWh for 2025, 79 EUR/MWh for 2030 and  60 EUR/MWh for 2035 and beyond were assumed. These values represent an average of spot price projections for DK1 and DK2 and exclude any tax or tariffs.",[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,Variable O&M [€/MWh output],€/MWh output,Lower,2050,1.7694369973190347,J,"Variable O&M only accounts here for the electricity consumption of the pumps used to charge and discharge the tank; the electricity consumption associated with N₂ production is considered negligible.
The variable OPEX was estimated assuming electrical pump capacities of 26, 312, and 1,320 kWₑₗ, corresponding to thermal power outputs of 5, 288, and 1,000 MWₜₕ, respectively.
Electricity prices of 82 EUR/MWh for 2025, 79 EUR/MWh for 2030 and  60 EUR/MWh for 2035 and beyond were assumed. These values represent an average of spot price projections for DK1 and DK2 and exclude any tax or tariffs.",[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Financial data,Variable O&M [€/MWh output],€/MWh output,Upper,2050,0.4053619302949062,J,"Variable O&M only accounts here for the electricity consumption of the pumps used to charge and discharge the tank; the electricity consumption associated with N₂ production is considered negligible.
The variable OPEX was estimated assuming electrical pump capacities of 26, 312, and 1,320 kWₑₗ, corresponding to thermal power outputs of 5, 288, and 1,000 MWₜₕ, respectively.
Electricity prices of 82 EUR/MWh for 2025, 79 EUR/MWh for 2030 and  60 EUR/MWh for 2035 and beyond were assumed. These values represent an average of spot price projections for DK1 and DK2 and exclude any tax or tariffs.",[4],"PlanEnergi, 2026"
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,Tank volume of example [m3],m3,ctrl,2025,50000,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,Tank volume of example [m3],m3,ctrl,2030,50000,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,Tank volume of example [m3],m3,ctrl,2035,50000,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,Tank volume of example [m3],m3,ctrl,2040,50000,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,Tank volume of example [m3],m3,ctrl,2050,50000,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,Tank volume of example [m3],m3,Lower,2025,50000,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,Tank volume of example [m3],m3,Upper,2025,50000,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,Tank volume of example [m3],m3,Lower,2050,50000,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,Tank volume of example [m3],m3,Upper,2050,50000,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Max. storage temperature, hot [⁰C]",⁰C,ctrl,2025,99,K,"Assuming the TTES is equipped with a nitrogen‑based inerting system, which is the most commonly used solution in Denmark. With a steam‑based system, however, the storage can operate at higher temperatures, typically in the range of 100–105 °C",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Max. storage temperature, hot [⁰C]",⁰C,ctrl,2030,99,K,"Assuming the TTES is equipped with a nitrogen‑based inerting system, which is the most commonly used solution in Denmark. With a steam‑based system, however, the storage can operate at higher temperatures, typically in the range of 100–105 °C",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Max. storage temperature, hot [⁰C]",⁰C,ctrl,2035,99,K,"Assuming the TTES is equipped with a nitrogen‑based inerting system, which is the most commonly used solution in Denmark. With a steam‑based system, however, the storage can operate at higher temperatures, typically in the range of 100–105 °C",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Max. storage temperature, hot [⁰C]",⁰C,ctrl,2040,99,K,"Assuming the TTES is equipped with a nitrogen‑based inerting system, which is the most commonly used solution in Denmark. With a steam‑based system, however, the storage can operate at higher temperatures, typically in the range of 100–105 °C",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Max. storage temperature, hot [⁰C]",⁰C,ctrl,2050,99,K,"Assuming the TTES is equipped with a nitrogen‑based inerting system, which is the most commonly used solution in Denmark. With a steam‑based system, however, the storage can operate at higher temperatures, typically in the range of 100–105 °C",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Max. storage temperature, hot [⁰C]",⁰C,Lower,2025,99,K,"Assuming the TTES is equipped with a nitrogen‑based inerting system, which is the most commonly used solution in Denmark. With a steam‑based system, however, the storage can operate at higher temperatures, typically in the range of 100–105 °C",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Max. storage temperature, hot [⁰C]",⁰C,Upper,2025,99,K,"Assuming the TTES is equipped with a nitrogen‑based inerting system, which is the most commonly used solution in Denmark. With a steam‑based system, however, the storage can operate at higher temperatures, typically in the range of 100–105 °C",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Max. storage temperature, hot [⁰C]",⁰C,Lower,2050,99,K,"Assuming the TTES is equipped with a nitrogen‑based inerting system, which is the most commonly used solution in Denmark. With a steam‑based system, however, the storage can operate at higher temperatures, typically in the range of 100–105 °C",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Max. storage temperature, hot [⁰C]",⁰C,Upper,2050,99,K,"Assuming the TTES is equipped with a nitrogen‑based inerting system, which is the most commonly used solution in Denmark. With a steam‑based system, however, the storage can operate at higher temperatures, typically in the range of 100–105 °C",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Storage temperature, discharged [⁰C]",⁰C,ctrl,2025,97,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Storage temperature, discharged [⁰C]",⁰C,ctrl,2030,97,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Storage temperature, discharged [⁰C]",⁰C,ctrl,2035,97,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Storage temperature, discharged [⁰C]",⁰C,ctrl,2040,97,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Storage temperature, discharged [⁰C]",⁰C,ctrl,2050,97,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Storage temperature, discharged [⁰C]",⁰C,Lower,2025,97,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Storage temperature, discharged [⁰C]",⁰C,Upper,2025,97,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Storage temperature, discharged [⁰C]",⁰C,Lower,2050,97,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Storage temperature, discharged [⁰C]",⁰C,Upper,2050,97,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Typical temperature difference in storage [hot/cold, K]","hot/cold, K",ctrl,2025,55,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Typical temperature difference in storage [hot/cold, K]","hot/cold, K",ctrl,2030,55,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Typical temperature difference in storage [hot/cold, K]","hot/cold, K",ctrl,2035,55,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Typical temperature difference in storage [hot/cold, K]","hot/cold, K",ctrl,2040,55,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Typical temperature difference in storage [hot/cold, K]","hot/cold, K",ctrl,2050,55,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Typical temperature difference in storage [hot/cold, K]","hot/cold, K",Lower,2025,60,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Typical temperature difference in storage [hot/cold, K]","hot/cold, K",Upper,2025,40,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Typical temperature difference in storage [hot/cold, K]","hot/cold, K",Lower,2050,65,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,141b Large TTES,Large Tank Thermal Energy Storage,Technology-specific data,"Typical temperature difference in storage [hot/cold, K]","hot/cold, K",Upper,2050,40,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,142 Small scale hot water tank,Household hot water tanks,Energy/technical data,Form of energy stored,,ctrl,2025,Heat,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,142 Small scale hot water tank,Household hot water tanks,Energy/technical data,Form of energy stored,,ctrl,2030,Heat,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,142 Small scale hot water tank,Household hot water tanks,Energy/technical data,Form of energy stored,,ctrl,2035,Heat,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,142 Small scale hot water tank,Household hot water tanks,Energy/technical data,Form of energy stored,,ctrl,2040,Heat,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,142 Small scale hot water tank,Household hot water tanks,Energy/technical data,Form of energy stored,,ctrl,2050,Heat,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,142 Small scale hot water tank,Household hot water tanks,Energy/technical data,Form of energy stored,,Lower,2025,Heat,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,142 Small scale hot water tank,Household hot water tanks,Energy/technical data,Form of energy stored,,Upper,2025,Heat,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,142 Small scale hot water tank,Household hot water tanks,Energy/technical data,Form of energy stored,,Lower,2050,Heat,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,142 Small scale hot water tank,Household hot water tanks,Energy/technical data,Form of energy stored,,Upper,2050,Heat,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,142 Small scale hot water tank,Household hot water tanks,Energy/technical data,Application,,ctrl,2025,Local,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,142 Small scale hot water tank,Household hot water tanks,Energy/technical data,Application,,ctrl,2030,Local,,,,
